Pleb_Rank,Betweenness_Rank,Eigenvector_Rank,PageRank,Weighted_Degree_Rank,Channels_Rank,Capacity_Rank,alias,Node_Type,Total_Capacity,Num_Channels,Public_Key
153,436,229,205,180,193,252,⚡TheBebop⚡,,4.4 bitcoin,65.0,03fbe1c1baedbc99b2642ae524d9c2a6f12b771a3ab91e0f56ca6efc6f7f7d53b6
154,124,463,168,219,196,348,hodlister_co,,2.8 bitcoin,65.0,02f3069a342ae2883a6f29e275f06f28a56a6ea2e2d96f5888a3266444dcf542b6
155,194,256,203,239,253,373,Gewitterwoelkchen,,2.5 bitcoin,52.0,02ec921faa245b5813385e04a51a6f0e2d99a570ff820bc42b6d1048c278f21216
156,877,115,116,95,108,207,God Bless ₿itcoin,,5.6 bitcoin,110.0,03ca171e97e2e86f9e4682bc9fff84868f6d2ffd605b73667fd56b14e0797e44f8
157,341,206,243,215,235,280,Privacy is not a Crime🐧,,3.8 bitcoin,56.0,026d665c34210fd99f9d4be36bcfbd7d637ae890631274d1f82cbf45af8cd8b2c6
158,214,185,218,188,189,545,Volarte⚡,,1.5 bitcoin,66.0,026b33a83311adebb7915427734e483787ef57d856f5c792ea6f866cfea7e58908
159,9,997,10,27,22,484,sphinxrouting-fceb9955a9,,1.7 bitcoin,369.0,02315fe3619ffdea2561bcacecada87b226723f471a59fdbfec18c4e84bcf785b2
160,243,211,269,241,260,330,Umbasa,,3.1 bitcoin,51.0,02dd4a9cf224e290851f6af83072e2496479bdf4b65e1733e92e24d42a0ba89a75
161,901,104,132,106,120,215,Sally Acorn,,5.4 bitcoin,100.0,03e95b4144147cbb8f5009bf32d48314738135d02c28260c9d6f8a74454fb6dc5f
162,310,380,193,186,204,307,Connects Back,,3.5 bitcoin,64.0,02bb5e47ee26aca1654ce092d9d06eac15d953210c737f2220e2d7e54c4f108677
163,217,359,209,202,221,386,Depeche Node,,2.4 bitcoin,60.0,031974c59db8dc2d4112e0922a7be31ac5d826c5d068ccdfd9f9106d719e5e25f8
164,833,252,127,108,122,162,LOOP tor-only,,8.3 bitcoin,99.0,0205198c099c45acedf988445f71da087ca39cd80847e53a7819e8f4e45768d7d3
165,408,204,216,195,209,404,AngSianLND,,2.3 bitcoin,63.0,0379221a4051d4171490e43e4a09e218a02941f06996b71cd814b290da08ad5f7e
166,654,231,202,177,202,174,SCP-096,,7.4 bitcoin,64.0,0289b70b52a04e951446674bedb571336295a2890ca0079639ebc067076277d571
167,152,244,170,201,198,685,Highway to Hell,,1.1 bitcoin,65.0,032d4baebebfdeab7a2ecef2fbe109cbef10de95f05aa54090fdb687789547dbf5
168,566,146,207,192,220,318,0217ab1f3781f806c702,,3.2 bitcoin,60.0,0217ab1f3781f806c702341714d67ddd46bd2253150cc5a7a4354d2110439b5976
169,350,214,278,274,284,248,flypdev,,4.5 bitcoin,47.0,021744d86987a91958461117cd9e7c0e3160f7b86de11f5998018f4b4984a5c330
170,52,837,76,126,107,459,Podcast Index,,1.9 bitcoin,111.0,03ae9f91a0cb8ff43840e3c322c4c61f019d8c1c3cea15a25cfc425ac605e61a4a
171,75,196,332,353,362,347,BitcoinPlebs.de,,2.9 bitcoin,40.0,02d2f693212fc525ad1a4d7546c2f24b96a8c002b8567c49fee744569a4abc6c99
172,472,320,196,199,223,265,Blockstream Store,,4.1 bitcoin,59.0,02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f
173,91,1004,106,170,177,171,deezy.io ⚡✨,LSP,7.6 bitcoin,71.0,024bfaf0cabe7f874fd33ebf7c6f4e5385971fc504ef3f492432e9e3ec77e1b5cf
174,260,461,178,175,169,480,retiringon.bitcoin [myNode],,1.8 bitcoin,74.0,020cb9b93492969c03d4dd24441e56b6a2c40361fc2033cdef43779dad72b43592
175,1188,63,146,124,133,69,SilentBob,,24.0 bitcoin,90.0,02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844
176,832,154,177,169,185,224,ClearMoney⚡,,5.1 bitcoin,67.0,03bd6d28432d67effa2b2b89dd5fd68697940e8a8f2fbb84aaae90d584295b03bf
177,209,403,212,238,238,448,LOUDIRON,,2.0 bitcoin,56.0,023ef61f179d401434cdb44cd392d06e1bbeeb4eba66097d87aaf5e1232b7a5506
178,462,297,226,220,236,310,UmbrelReach,,3.3 bitcoin,56.0,02e0af3c70bf42343316513e54683b10c01d906c04a05dfcd9479b90d7beed9129
179,93,660,159,298,258,284,rompert.hashposition.com🔵,,3.7 bitcoin,51.0,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b
180,593,301,181,182,195,305,lnbits.com,,3.5 bitcoin,65.0,022bd0aa893db4ac890e457cca8c83f112518d6941bf9153dab4bf904620503a78
181,622,189,244,212,227,266,sendNodes.space,,4.1 bitcoin,57.0,0254bb156ecd0eac318844415a91a377bc6947ea4c9fbe5d248e563c29a1662835
182,710,166,201,172,186,328,rkfg,,3.1 bitcoin,67.0,021c3ec6432d2b9b5abcb01dd64b3a8f2afe3ba7d8c021f63ffd0a994cd3bc9b88
183,445,302,266,257,276,219,LQwD-US-West,LSP,5.2 bitcoin,48.0,03820714a3f891c7c3ae5e00dbdd77f06ceccc24ddd8c99fadef13ec2eec462cce
184,128,724,167,179,178,405,The Nodestrich ♾️,,2.3 bitcoin,71.0,022ea68ac7588959a6a4829a5ff176c296329d614b90b3f5f4456b5d6130ea50f6
185,305,254,277,242,245,467,LittleByLittle,,1.9 bitcoin,54.0,03cb68051b6faeda941420819446a9429053223a465d370642b2a88336c43b02dd
186,95,653,148,204,174,520,DorianIsMySatoshi,,1.6 bitcoin,73.0,021d2436cab847373a4212bf6d754ead5304f5d0791479643893a837b295f3441c
187,381,239,335,295,326,220,scarce-city,,5.2 bitcoin,43.0,028f4a60dd133875e8776d5ac36e87097cf59e6e3a1d74fcd14c900270dda57c06
188,166,527,152,150,148,655,₿iri₿iri,,1.2 bitcoin,82.0,03a2ea4a43bd4d8a56b41c03ea8f6e14faf2357c94d28871e881f50076e9fac133
189,257,345,241,296,319,361,0215bea618806194ad88,,2.6 bitcoin,44.0,0215bea618806194ad88b80de8bc11c6391edb2fa1beeea6174305856596faeee8
190,706,140,206,190,208,384,LQwD-Australia,LSP,2.4 bitcoin,63.0,03e4f3d7ccf98bdbf24085b948f204a6c0c0b4464a7572cbac85c746085b14bbc9
191,450,262,261,250,264,351,⚡🥪 Sandwich Farm 🥪⚡,,2.8 bitcoin,50.0,0224c95521cafeee55d3f0acd3e32c8d2d41b4b8baa34557cb9bb35b66ff91bc54
192,208,540,290,359,256,209,ln.mtpelerin.com,,5.6 bitcoin,51.0,020a919e4684a3678bd5d5fb21752ca19f9700214bf399abca72190c29664ad551
193,418,243,257,286,288,382,VIVA La Lightning,,2.5 bitcoin,47.0,02f6155b106a9f92a13738833ec7e25da58fab1fdef3ac085571c3984bb277d547
194,398,558,183,156,152,435,Clack Bank,,2.0 bitcoin,80.0,03c5bfa5cab7e52e7cebc45fd1b86ea30ad518648651314563452b78b822333660
195,1571,33,96,71,78,58,Zap-O-Matic,,30.8 bitcoin,141.0,026d0169e8c220d8e789de1e7543f84b9041bbb3e819ab14b9824d37caa94f1eb2
196,342,225,279,262,267,541,Dawn of Freedom,,1.5 bitcoin,50.0,036d306e01a65128e5130c99a004119f36bc296ee6f002a7c3c478530b8249a548
197,285,183,356,378,409,308,Decentral Station,,3.4 bitcoin,36.0,023ead0d4228df4e93cf80ec32aecebc6032b46427d5ad987bdb820664ae5ffc2b
198,365,406,248,271,265,369,DARTHNODE,,2.6 bitcoin,50.0,03d2e20bc19d995098ba357157a9cfbfbfdff4b78fce5ec713128e988e0115d776
199,642,360,217,176,183,355,schulzemic [LND],,2.7 bitcoin,68.0,0381dbc5290c1c5a02693be10093e45029044fdcdffe5011a17fecb96281c5d202
200,742,265,194,194,213,335,PiLN-Chiba🌳Magma Ready🌋,,3.0 bitcoin,61.0,03910da61c1b42e135f134ed92a537c758d1edac5436efbec5ee8cec1928e1a095
201,220,316,230,294,292,606,HeldenLight,,1.3 bitcoin,47.0,0290cc884704073b2b633f69f852e8ca2a37660bb359a1e861f2b48760c298ac53
202,591,197,295,268,286,315,Voltz Hub | BR⚡️LN,,3.3 bitcoin,47.0,02c4ae20674d7627021639986d75988b5f17c8693ed43b794beeef2384d04e5bf1
203,604,279,251,231,248,358,LQwD-Germany,LSP,2.7 bitcoin,53.0,02bd87b47c03654eeda9d8ba96ae2f1a73543ce703721326801d2945e5ef173475
204,259,523,245,299,308,342,getlipa.com mainnet,,2.9 bitcoin,45.0,02ba3ad33666de22b4c22f5ff9fac0dc5d18ae9b6ce38c0a06d9e171494c39255a
205,802,271,223,206,234,242,"<script>alert(""LDK"");</script>",,4.6 bitcoin,56.0,03db10aa09ff04d3568b0621750794063df401e6853c79a21a83e1a3f3b5bfb0c8
206,311,292,342,357,338,352,fewsats,,2.7 bitcoin,41.0,03676f530adb4df9f7f4981a8fb216571f2ce36c34cbefe77815c33d5aec4f2638
207,230,298,258,292,272,654,AYLSAokTyCphMs4nYXK94ZahHXsax2,,1.2 bitcoin,49.0,02f1da3df3636e5c71afbb66f6801b8b8efde3f3446c47e752b6004a093675070a
208,391,319,303,330,372,286,MidWestLNd,,3.7 bitcoin,39.0,02b56712f65c281a1eacee0bb034699a716535a1c8ae1c912e232893d4ad27d3a7
209,1326,120,273,237,60,3,Binance,"Exchange, Payment",569.8 bitcoin,170.0,03a1f3afd646d77bdaf545cceaf079bab6057eae52c6319b63b5803d0989d6a72f
210,717,236,297,255,294,232,Yankee Hotel Foxtrot,,4.9 bitcoin,46.0,03d6f80df785288de2fe5de19f24ba8a1db3d20647a88d0a903be9de3e7bb8fce1
211,1306,82,192,157,180,121,Lightning⚡Connect,,11.0 bitcoin,69.0,035542f0f213a5b6e985dff0e0fd973da01bd77325d44242fc325d0ea8eea3d312
212,313,332,318,312,313,460,CryptoPrincess,,1.9 bitcoin,45.0,03874473c1f259603d7aea1b459b542e3902e81aa492628e2ba8af6c268412c326
213,1031,150,250,225,250,141,Blixt Wallet 🟡,LSP,9.4 bitcoin,52.0,0230a5bca558e6741460c13dd34e636da28e52afd91cf93db87ed1b0392a7466eb
214,138,576,238,356,391,345,Einundzwanzig,,2.9 bitcoin,37.0,03a09f56bba3d2c200cc55eda2f1f069564a97c1fb74345e1560e2868a8ab3d7d0
215,434,414,262,279,296,366,MCX⚡,,2.6 bitcoin,46.0,0243054886aa6026a4312583bab952dad7723f840d037884d5a72b729fdb52ecbd
216,1898,15,58,40,49,15,cyberdyne.sh,Routing,81.8 bitcoin,197.0,03a93b87bf9f052b8e862d51ebbac4ce5e97b5f4137563cd5128548d7f5978dda9
217,390,479,255,216,231,507,Die-Tor-Node,,1.6 bitcoin,57.0,0325de5af4666d0ceee17c805817d02159fb2bc67f84c333372183b037294ffb2c
218,1605,45,107,84,96,140,Denaro Libre 🌞,,9.4 bitcoin,126.0,031633471d005f37252ede8114c6f4203e0a668270532f0f11a1e4072eb2eef272
219,43,945,83,148,131,743,gameb_2,,99.5m sats,92.0,03c8dfbf829eaeb0b6dab099d87fdf7f8faceb0c1b935cd243e8c1fb5af71361cf
220,366,496,287,306,307,338,ServoAdPacemDeducereZeroBaseFee,,3.0 bitcoin,45.0,0281d6f21551b0e2f733948bcd0ee5fcd258f949d0ab8d2c1418737d55dce2b88a
221,1232,228,296,251,77,34,lndus1.zaphq.io,,50.3 bitcoin,141.0,03b428ba4b48b524f1fa929203ddc2f0971c2077c2b89bb5b22fd83ed82ac2f7e1
222,195,690,225,301,289,426,Sagittarius A*,,2.1 bitcoin,47.0,032434517e28f7b51665a525d5e11fa493bd4e30a59883b8156c2be4085f4aaf70
223,1201,178,306,261,158,25,River Financial 2,"Wallet, Exchange",62.1 bitcoin,77.0,03aab7e9327716ee946b8fbfae039b0db85356549e72c5cca113ea67893d0821e5
224,667,393,286,252,263,270,NodeMcNodyface2000,,4.1 bitcoin,50.0,03d9231f97a1dccd822ffc58226e9c7f2bec9dac00df4c0ff6c73b3d3f6c6ef6ea
225,437,249,359,320,364,407,sparksNode 💥,,2.3 bitcoin,40.0,02b705ad9fff5b30e69dd3810d100372332c1a750db5a50edf7353c77ab486643e
226,165,420,234,280,274,791,bitcoinitaliapodcast,,89.3m sats,49.0,037621d90b5f3673834287d2f87d4c5a014ccad50a973d3b8c6aa5b94c30a537e7
227,1009,213,263,243,241,206,ln1.satoshilabs.com,,5.6 bitcoin,55.0,0385218f0e307b6a0e989d2a717d346942d96b4fd550e937de5f8ffe1568510a18
228,242,716,249,305,298,368,OpenSats,,2.6 bitcoin,46.0,037c862ec724bc85462aaeb804dd0941cd77dc4521cabd05edf3d0f23ed6b01f09
229,1803,26,100,75,88,92,pedroLND,,15.7 bitcoin,133.0,034a879c36f418cb5b44b6903b3c6c1cfb5f4beb1e79b9b479c040b7df9cbc56be
230,860,176,254,207,215,479,EnduraUmb-I,,1.8 bitcoin,61.0,031e84f29076143d0f2a92b9910f6913222054b5af30c8ac10f5b78d4240a67dd1
231,853,304,264,229,259,289,TheOlympian,,3.7 bitcoin,51.0,03e438d94f95f635d8e19b0d6e4aaa75d15e7b0fd8f28f674ca47043aa8ab677ac
232,577,165,346,317,321,481,lightningspore.com,,1.8 bitcoin,44.0,0200000000727d3b67513c916f16975e3bf8f3304cf3fcf0ed855e2ae41888f461
233,114,962,179,282,309,365,Deenmo 電母,,2.6 bitcoin,45.0,0223d7aa491e26a307b4203916b8d60ded8cfe832806b432d6cfc278e96374f9aa
234,626,356,304,253,270,410,antistate,,2.2 bitcoin,49.0,03905aed59919f322abcc107c3cb6767bc7d40ed175a9d143706fc211cad188157
235,430,383,320,290,314,491,Nelson the Node,,1.7 bitcoin,45.0,026a4c4193e1af3415a2b7f31d000facb006bc50c772e173dbaa8c8a848573069d
236,1042,171,307,244,182,312,speedupln.com,,3.3 bitcoin,68.0,023631624e30ef7bcb2887e600da8e59608a093718bc40d35b7a57145a0f3db9af
237,592,334,333,365,360,277,Buda.com,,3.9 bitcoin,40.0,033fc997c1622281b143fce0cce0711f18fdc8129684840b835d6a4c5ef9d49ddf
238,97,565,294,410,345,556,ln02.bixin.com,,1.5 bitcoin,41.0,03fd105d7df6595d5a36f016b8ff9ca74e5474e29593c4bba85f4d7ad4663bc5ee
239,1588,111,176,164,175,57,yalls.org yalls-tor,Routing,31.7 bitcoin,72.0,03d06758583bb5154774a6eb221b1276c9e82d65bbaceca806d90e20c108f4b1c7
240,326,854,233,249,252,362,Voltage Flow 2.0,LSP,2.6 bitcoin,52.0,03aefa43fbb4009b21a4129d05953974b7dbabbbfb511921410080860fca8ee1f0
241,460,699,227,240,254,403,LNServer_Zoom,,2.3 bitcoin,52.0,030b828fd1e42549fbc2f1d0960ec3663362c41777d3d87fe1b8e1d4bf063abcaa
242,401,469,302,289,291,548,ChurchOfBitcoin,,1.5 bitcoin,47.0,0292b262206c9f979443b5e270511c55cc5740fa0a03c38164ce6e0340c5927168
243,84,592,190,203,187,1047,deZentraliZe,,55.9m sats,67.0,03b279522ced2ccd9d2c7d1fc500d24f567129fc12b9495a076e30a2e861fffb1d
244,175,492,365,439,412,432,new-zealand-official-node,,2.1 bitcoin,36.0,03d2d9b865127074632a6b8f8e67c977e9618b55ba0e7d9c005011549bd6ecc302
245,1021,223,284,269,302,221,ElSalvadorPayments,,5.2 bitcoin,45.0,0229ba89bd21cad840ba50ea2bdc86d9e709318965d42bb7ef7609c191be7b8fd8
246,226,583,334,382,342,458,Amboss.Space,,1.9 bitcoin,41.0,03006fcf3312dae8d068ea297f58e2bd00ec1ffe214b793eda46966b6294a53ce6
247,1314,129,324,272,224,67,speed1,,24.3 bitcoin,58.0,031df8ea711416b52d33c2f4a9b2a41d82f1da3c7672ffef2c24b0751cbdb75404
248,211,494,340,331,329,632,XanthinTwin,,1.2 bitcoin,43.0,020de4c7b3fcca7eac8fe5ac0fb9c87400db5a931baec35251fe7c55f0d0f91773
249,1731,94,147,138,170,74,LNChamp,,21.4 bitcoin,73.0,0261239197442bda65c9933359bbcba72e89f3e77ca87edd7be2e4bf7ba9218117
250,929,269,280,285,304,285,machankura-z,,3.7 bitcoin,45.0,03202791105580f5b7869ebd599c4ae1ae2a3e1ef47213dfa060cb201e0e1b4505
251,616,362,353,344,389,290,Lite Roast,,3.7 bitcoin,37.0,03ceeaec6cb017d1ea8ad04a5dfb3facb24a28399d24624ecce8f319973de361d9
252,1812,71,171,137,136,48,paxful,,38.3 bitcoin,89.0,028b10be90ddfb4ef158c252163e4f340c8a093beee20427d39a0986abac58a55e
253,1672,80,172,144,171,138,Olympus by ZEUS,LSP,9.6 bitcoin,73.0,031b301307574bbe9b9ac7b79cbe1700e31e544513eae0b5d7497483083f99e581
254,269,309,401,438,455,510,AQUARIOUS,,1.6 bitcoin,32.0,037172d2110c4148d6ed0c2790ec8be948458022425dced6794fede834be92af36
255,250,371,397,369,387,624,⚡RBlitzOne⚡,,1.2 bitcoin,38.0,02a7311555b28f6851698999c8045de5dd3a355feae444e6ca1300bb52cceb1e7b
256,1662,136,175,142,153,179,μbolt|ln,,7.1 bitcoin,79.0,0208dfa005c47a8ae85363d12c54007a38550ca0d6f1c559ee11caaac8221eccd6
257,928,491,211,184,197,447,be-kind_ZA🇿🇦,,2.0 bitcoin,65.0,03e4d457261595cb52bb2088c831304905a47df8715a5d83a11b60dca5bd4933c4
258,797,220,361,375,419,283,Satstralia | LND,,3.8 bitcoin,35.0,029c5b14214ca7c1f5334db539dbab266088ba43a40563551efb9458756a94cd94
259,343,310,336,334,330,813,manreo.github.io,,85.2m sats,43.0,02ee625bb15e64a4b053c31d111ee608a4300f7661f55d0635a0dd08cab52e9025
260,173,559,313,423,432,566,allyourbankarebelongtous,,1.4 bitcoin,34.0,035fed4182fbd0725264f8a0018cabb6b25514dd231291162ac8dd63afb278e9e8
261,507,300,383,395,413,472,funklnd,,1.8 bitcoin,36.0,02a4acf2042a6527daf094a331005c805146389c7b2272299335c9fbae2da036aa
262,1240,141,293,260,244,299,SuperChamp,,3.6 bitcoin,54.0,021177fc6c3890b7f0c5b6e67d786c3f855664cd74bbcb52c52e4d45eeb33ba117
263,249,685,489,640,147,271,LNBϟG Billing,,4.0 bitcoin,83.0,0283ca0b7eca022bcf8f32aa418e5ff2bd375806faba40409cdc8e48c2b32ef725
264,1168,232,282,259,278,273,YELLOWIRON,,4.0 bitcoin,48.0,03a465772d45616bf6c8450a69191db8f3cf8cca19ff92138735fd5f1d436fe4dc
265,1992,57,126,109,128,85,borsche(.Y.)cln0,Routing,17.8 bitcoin,94.0,02fe6a27ddcb2dd9fa8479fe1d52549b5932079a493b51f1409fa2c5878f1bc07c
266,2185,23,92,68,75,72,02dfe525d9c5b4bb52a5,,21.7 bitcoin,144.0,02dfe525d9c5b4bb52a55aa3d67115fa4a6326599c686dbd1083cffe0f45c114f8
267,318,646,374,441,440,296,lnp2pbot-fenix,,3.6 bitcoin,33.0,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db
268,748,433,331,288,311,413,BrokenThunder⚡,,2.2 bitcoin,45.0,03a32622b5350eea6c5bb16a73ddfa07af452b17b47f0d2ec7d33db884fe074d83
269,558,440,350,422,428,326,MOLA La Lightning,,3.1 bitcoin,34.0,025f1458d1ca75cb46b289b033a9c520f88d66aa54c2034c95070be76d2def3021
270,497,358,535,597,303,236,Chessa ✨,,4.8 bitcoin,45.0,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3
271,212,922,239,315,316,546,AfricaFreeRouting,,1.5 bitcoin,45.0,02ddb472c8edf0624dec5544507b705aae67d42a6cc2db133ba7e843fd5ce90135
272,1235,184,325,254,285,259,LATES,,4.2 bitcoin,47.0,03b4b86f2301fe2b9ca478ee5980d812de2071a21a9f8f5bb49b88e29a034e1a9b
273,316,426,424,445,475,455,lifpay.me,,1.9 bitcoin,31.0,038657a23145a49ca945e81f67bb5170dbefa7f6500cbf11ce8f0da83985745255
274,974,281,312,307,328,344,F You Money! 01,,2.9 bitcoin,43.0,02758d961750972030292701d85c90e332bc1b7d8db0e705df3f087d285f9caf06
275,336,286,436,480,534,473,auntie-ellen,,1.8 bitcoin,28.0,02b986bbee8ec9382909e2324b46f9585d2368b3903798e5d37706bad1cc2cf46d
276,441,448,367,335,365,605,Rune thrownaxe,,1.3 bitcoin,40.0,0399605005bce28f9c28330429cac22761713b65f11941a96bf890fe855c771ef9
277,582,409,390,429,340,412,NewMoney,,2.2 bitcoin,41.0,026c2683f3a85822cbb262baaed39d3985cbe3b8e9838135edef7cab7776a1df0e
278,324,578,357,355,378,580,Apostle,,1.4 bitcoin,39.0,0272a0d67366c37308623ccf1b1d5349c3547398ef291033a47c1dfc449d458cd4
279,496,481,341,346,377,537,blue 🐘,,1.5 bitcoin,39.0,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d
280,1603,143,210,174,188,262,RAϟKO,,4.2 bitcoin,66.0,024b3fd205db7b0f84b292173900cb423cfdb4c5bd5a889a462b7b1e35394f056c
281,1173,208,300,284,287,339,♥,,3.0 bitcoin,47.0,03cfea6e01d8735d29863d0ecc0f637e5da25c3afb1894e6cb1c25cc9c52dbceef
282,69,1057,99,258,190,920,***ROUTE 66***,,70.4m sats,66.0,03434a39cd9a537c852fc8fb72454086d726f9111e9f730cef4985c39c11fae944
283,461,376,391,396,398,573,ICanHasSats,,1.4 bitcoin,37.0,026209a739dbf4ab8c73db56773a61247e92fecc53ec5c8f7ae41f6d11fec64a04
284,59,732,253,338,336,882,ln.BitSoapBox.com,,76.4m sats,42.0,021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643
285,141,486,451,454,479,591,Diesel,,1.3 bitcoin,31.0,038fb77fd39a5d0782027a420571482d9dbef1a24f129bbafc487ac084a2251e5f
286,241,573,411,417,431,534,SunLight Node,,1.5 bitcoin,34.0,0232f4c09bf0a9a1c19c68d4b22ebe0377bbbfc240e62afaee824d9355cd52eab9
287,168,791,270,377,346,666,Johoe,,1.1 bitcoin,41.0,0358327cb80ab2a8db36a5924c62966c7b4a753045600df594aa3863ecb618cc5d
288,1817,88,185,151,172,210,🦁BayerLB🦁,,5.6 bitcoin,73.0,03d1e5e7e2ea43762f5e1afacfb60a8002ae57189eedcc13fcab44a084f7665d1f
289,380,539,363,384,414,549,DeltaGap,,1.5 bitcoin,36.0,029221ee9b72b7b1be2cb09610839bef2ea286ba1d7da9fc184731abb789a8fed0
290,1654,152,242,214,240,164,KryptoKragon,,8.1 bitcoin,55.0,036cb1a035eb1c7f125c004ed046d329285bd57e4100f18b577af721659becd832
291,716,415,550,544,331,130,02442d4249f9a93464aaf8cd8d522faa,,10.3 bitcoin,42.0,02442d4249f9a93464aaf8cd8d522faa869356707b5f1537a8d6def2af50058c5b
292,856,267,404,370,411,389,Bit2Cash,,2.4 bitcoin,36.0,03e9cbcd46bd7de2a1559777e7f0c6681522a9b1821b994923da748e06b796cab0
293,503,348,439,443,446,523,Jubilee,,1.6 bitcoin,33.0,03d67f36c4f81789e2fe425028bacc96b199813eae426c517f589a45f1136c1fe5
294,550,384,474,495,560,241,PPP,,4.6 bitcoin,27.0,02fe3bf758f87d9b0cee6bdafa52d04650daea8c48f7178358b130b62e132c6f5f
295,679,447,428,388,392,387,🏛TempleOfSats🏛️,,2.4 bitcoin,37.0,030a425f5c69a29db30f6740d4e7df8f5612ef9955078ef4497490015464733dc8
296,1132,372,316,265,279,363,JoyeuxNoeuel,,2.6 bitcoin,48.0,03284f74651198c2c35952a8e0204e68a824455f329f799c1368feb850572036e9
297,861,233,388,358,397,490,Ngu Technologies,,1.7 bitcoin,37.0,022eb09a7993a0edde69537b420f4119c0de833e0ee47651753b46bf884db75235
298,1663,134,229,193,207,302,PinsLNN_01,,3.5 bitcoin,63.0,0236333aacf54604abf218af6ab116d4fe6f16e527502e0019123d0cc3c7a8a194
299,333,884,355,311,333,516,adlerhorst3,,1.6 bitcoin,42.0,0294e7e59ce4b28b77cfeb3d06588efcf70477894af2ff36bc0fbb78743ca7b043
300,119,487,384,350,261,1140,raspi1,,49.2m sats,51.0,03f23da4fcf14c87121b3ae7b7251bfaaa7fe157638ae293a806b219d42966df17
301,125,693,310,347,350,919,glr.com.py,,70.5m sats,41.0,032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3
302,660,531,311,281,293,671,SpookyPaymentAtADistance,,1.1 bitcoin,47.0,030d8457f7c7f2a5d87faf538b0b85760556154b46d178a2d8fffa94b81a9cdb3f
303,999,536,274,236,249,453,NextLevelNode,,1.9 bitcoin,53.0,0235b43d6667dcfb27a35992e0fcccb7dd52d59106902f55df349c709bacd6dc4a
304,245,483,358,368,368,933,Caffeine ☕️,,68.7m sats,40.0,022d509049e143b1c5fc5383210acb97a3e5a4b0e0d31dd4c920eee92a4aacd312
305,287,1072,349,392,407,254,bitmax,,4.3 bitcoin,36.0,03e121fa397cb7ec60935c140bfbfa7690c3158ba6df26b8bc636508d8a3735afd
306,515,495,456,434,344,529,NERV,,1.6 bitcoin,41.0,028c589131fae8c7e2103326542d568373019b50a9eb376a139a330c8545efb79a
307,696,416,433,447,492,288,HydraNode,,3.7 bitcoin,30.0,02ceb27f3d4e32b83f37dff8bad8cc802dc0f380ca0193e90514ae25bc32c7542e
308,2078,119,173,152,179,86,CONFIRMO.net,,17.4 bitcoin,70.0,02ff30e83896d453cfc89ff4dd06d23d793b7246f154c210324adc1d42c849ce74
309,158,455,317,364,355,1161,TaurusNode,,47.5m sats,41.0,0280d9cc3952492ec8638549af954f441f911f187c39535bf4dd9f4afde66c5b82
310,447,274,529,594,454,506,QvaPay ⚡️✔✔,,1.7 bitcoin,32.0,033219cfef1c3f1572c31a59f859a960f0b10b6534ff8621556982bff6a79f0ef4
311,1975,113,288,247,161,33,LifeIsGood,,51.2 bitcoin,76.0,0391904d140fdf88d19423513945a5fcc49c606521b65a85f6d6fe46ebdd1c7665
312,878,379,425,389,442,309,Voltorb,,3.4 bitcoin,33.0,02a49e170b9b5c0d4f4b4908da6fd797186f04166a0182f37ea87fb8523c3646ca
313,847,446,385,363,384,401,BJCR_BTCPayServer,,2.3 bitcoin,38.0,020003b9499a97c8dfbbab6b196319db37ba9c37bccb60477f3c867175f417988e
314,707,556,347,300,322,597,BYOBnHODL,,1.3 bitcoin,44.0,0348635db8078db29f9ff6033a2a9160d478ae6320111dff79a3c3297e3a1c6a53
315,439,624,432,411,430,492,Circularity,,1.7 bitcoin,34.0,02e12fea95f576a680ec1938b7ed98ef0855eadeced493566877d404e404bfbf52
316,1681,237,260,224,255,180,brrrrrrrrr,,7.1 bitcoin,51.0,035360b3bf6a997ed1bb943ccca2b7ef969b1e25a1ee1322d3c8acca7e34468edd
317,850,480,375,390,410,337,lightning-roulette.com,,3.0 bitcoin,36.0,031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403
318,123,601,267,366,354,1141,🧀,,49.0m sats,41.0,033dd79123e7c386655f72d3eed186c071ef3b4a625d3fb9f613635e6483ff6823
319,1899,182,256,223,201,102,IBEX_Ops1,"LSP, Payment",13.7 bitcoin,64.0,03501a74753e0f6ae270a1e4e2ffbbc37f7a796360e650c1121c18e116b22ac106
320,204,451,409,425,402,979,FranksNODE,,62.2m sats,37.0,032141e1142e05ea53fd7621b13c25db63a1e84102d7df18685024be4ad2dd5ca3
321,1095,350,368,325,320,406,T🌮CO,,2.3 bitcoin,44.0,033acb18b31498eb6503e06172dfd281b5b64df17b8a7cb6b2bcecfd89f275b755
