Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Node_Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
781,3526,2593,446,735,150,Bitcoinite,,Only Tor,8.7 bitcoin,22,039311d5a11e1df479bfc695b09127f7920e66dacfb19f0ef20a28a2a7959f0080
227,827,663,141,217,151,KryptoKragon,,Only Tor,8.7 bitcoin,62,036cb1a035eb1c7f125c004ed046d329285bd57e4100f18b577af721659becd832
158,255,3107,1045,122,152,deezy.io ⚡✨,LSP,Only Tor,8.6 bitcoin,97,024bfaf0cabe7f874fd33ebf7c6f4e5385971fc504ef3f492432e9e3ec77e1b5cf
505,2727,265,190,512,153,The Rising Ra ☀️,,Only Tor,8.6 bitcoin,31,02e46fce29587e4a8d39da2cf21f032536c1ced45e82e4ba04f127ee7337783b38
172,208,230,262,137,154,Satbase.org,,Only Tor,8.6 bitcoin,89,0390cc12f782259427bdc45a283705f4c20ccbdff064ed43f6b74fefcafe9eb1f7
79,355,1325,79,84,155,8DegreesWO,,Only Tor,8.5 bitcoin,138,02b21ca992bf95e3f324302265ad86cec24f36166fd7afca44efa0809aaa8b25c5
29,31,88,69,29,156,BitKassa LN34961 [LND],,Only Clearnet,8.5 bitcoin,293,0231eccc6510eb2e1c97c8a190d6ea096784aa7c358355442055aac8b20654f932
144,680,76,73,152,157,Harry Potter [node]⚡️,,Only Tor,8.5 bitcoin,82,038785f5cb66513dde1d874393f7a85862d70c276601a54572dab16e3ba5ab8503
270,232,494,288,144,158,ln1.generalbytes.com,,Only Clearnet,8.4 bitcoin,86,02254f26976d6487f7664aa941e006642ac3f3974d20c19f4117069e5803418dbe
1633,1162,824,985,1566,159,Electrum Trampoline,,Only Clearnet,8.3 bitcoin,10,03ecef675be448b615e6176424070673ef8284e0fd19d8be062a6cb5b130a0a0d1
107,952,1184,70,112,160,Denaro Libre 🌞,,Only Tor,8.3 bitcoin,106,031633471d005f37252ede8114c6f4203e0a668270532f0f11a1e4072eb2eef272
65,72,182,117,63,161,Einundzwanzig,,Only Tor,8.3 bitcoin,171,03a09f56bba3d2c200cc55eda2f1f069564a97c1fb74345e1560e2868a8ab3d7d0
2555,3869,2124,2169,1914,162,wallet-of-UXUY,,Only Tor,8.2 bitcoin,8,03c96bdfcb9d4c107385c96f1b60a3910f4f28e679fb119d8ee5e243217f717bd3
17,10,93,127,12,163,gameb_1,,Only Clearnet,8.1 bitcoin,778,023d70f2f76d283c6c4e58109ee3a2816eb9d8feb40b23d62469060a2b2867b77f
98,156,244,161,95,164,035eb7d2253d934b51dd,,Only Tor,8.1 bitcoin,129,035eb7d2253d934b51dd1cc145b6f36a9c2d953c4379f5fff9c39bb437ece525ae
819,2373,2283,589,573,165,Bitnob,"LSP, Exchange, Payment",Only Tor,8.1 bitcoin,28,020d06a56bcc6428b48b02c8e514b73c4bddceba844570abda2bcc46bc474425ab
716,2845,2561,464,593,166,ElenPAY⚡,,Clearnet and Tor,8.0 bitcoin,27,02c5544a361bfe1f025f29e83d092e4c83feaf5f750af59a0b1ff0591ebc0beedc
172,410,1175,215,179,167,SCP-096,,Only Tor,8.0 bitcoin,72,0289b70b52a04e951446674bedb571336295a2890ca0079639ebc067076277d571
986,2937,610,476,703,168,DitoBanx_W1,,Only Clearnet,7.9 bitcoin,23,03e598dcd4a42f697b81f5b82b79a561b7466bf16efc3d56ba72b228758b428cdf
198,1428,184,115,186,169,LV-426 🌌,,Only Tor,7.9 bitcoin,70,03362ab599d1e8d5e8e02ce38e836a3cf1a6e59f047d7f02d12484f160a6bc76f6
6624,6345,5568,4956,5754,170,02a652cc93de7b5c8a04,,Only Clearnet,7.8 bitcoin,2,02a652cc93de7b5c8a048f0734444ae3882e1bece264156bf014c1a325dd5182d3
526,3001,2568,389,573,171,devzorLN🐸,,Only Clearnet,7.8 bitcoin,28,037e27d212432eaf499e4fb648d996944f3454c094dab36336bac573f82211a335
33,37,1401,199,28,172,coincharge,,Only Tor,7.7 bitcoin,312,0318ac9faa9629e7da08819bc8fe0dd2ae3044d69b1b2283a63479acffeb968483
96,162,152,91,102,173,LNServerFocus,,Only Tor,7.7 bitcoin,121,037f6c805dfef7a0f01cca0abcea96352a32aa478c63c974bc2e726cad8d026a89
986,3822,3109,1076,409,174,bitnob-lnd-3,"LSP, Exchange, Payment",Only Tor,7.7 bitcoin,37,03fbd735260269ace46d9a2e958d6a92cfe4495057018d11a637608a10ebf222e6
90,408,2176,90,97,175,wobloz,,Only Tor,7.7 bitcoin,128,025e9497188d33af48bb15cfc3cd6d7c549eed05b5f54d45615d3cb7ec3b562588
63,188,1575,116,75,176,aybabtu,,Only Clearnet,7.7 bitcoin,151,033533e2db6311c1d417d41279c067d8713ad8a7d577a0d91e65df2f6a82c5b862
119,83,463,334,146,177,Fold,,Only Clearnet,7.6 bitcoin,85,02816caed43171d3c9854e3b0ab2cf0c42be086ff1bd4005acc2a5f7db70d83774
142,352,113,94,148,178,Friendspool⚡🍻,,Only Tor,7.6 bitcoin,83,023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6
68,87,41,75,87,179,Lucky.Dog,,Only Tor,7.4 bitcoin,136,0391e2edea5191627a25ecbd327c0dc2a95c880a5b0e73af38dc4a5a8964263b3f
591,2754,327,236,593,180,NPAY,,Only Tor,7.4 bitcoin,27,0230faf7c3b2d0c4551568ee657348b77c48d8d365a31f240a832431bb19307f98
240,546,164,133,245,181,_LEGALIZE_MATH_,,Only Tor,7.2 bitcoin,55,03d1e805c38257b713340049745ff5a15d9ee5d733517a1d48a956815c9482055c
258,582,1307,276,264,182,brrrrrrrrr,,Only Tor,7.2 bitcoin,52,035360b3bf6a997ed1bb943ccca2b7ef969b1e25a1ee1322d3c8acca7e34468edd
179,1005,1416,157,170,183,μbolt|ln,,Only Tor,7.1 bitcoin,74,0208dfa005c47a8ae85363d12c54007a38550ca0d6f1c559ee11caaac8221eccd6
227,347,85,167,231,184,hashrelay.com,,Only Tor,7.1 bitcoin,58,0229d4716b983fbd684cdad762c407460c7ae7ada1219d9102c54a4f191a8f1272
311,965,1496,255,316,185,Veritas Immortalis,,Only Tor,7.1 bitcoin,46,0270a26e0772d0cde73d870cbadf632c5377f83ed02d979f866dca2e8c49ab8551
44,58,2783,196,14,186,Voltage-C2,,Only Tor,7.0 bitcoin,578,02cfdc6b60e5931d174a342b20b50d6a2a17c6e4ef8e077ea54069a3541ad50eb0
24,20,50,129,30,187,ln.bitstamp.net [Bitstamp],,Only Clearnet,6.9 bitcoin,276,02a04446caa81636d60d63b066f2814cbd3a6b5c258e3172cbdded7a16e2cfff4c
1999,1861,827,851,1566,188,03a0ec9f2148b8bf5386,,Only Tor,6.7 bitcoin,10,03a0ec9f2148b8bf5386df07418259b260695307ffc319c1300bb12ad35308636e
1042,2491,460,415,958,189,MimesisCapitalLN,,Only Tor,6.7 bitcoin,17,02fc5e6c3b0d3f6820ee4fd0e163d19d43882021875eddd0e9f8775e6bf54b6a8f
122,351,54,64,122,190,lazydrone,,Only Tor,6.7 bitcoin,97,03f778538df6dfde80eca8a943847635a5be670df85406f1039868b8b1fd3b205e
231,527,72,119,207,191,03bcf1f73199ed4445a8,,Only Tor,6.7 bitcoin,64,03bcf1f73199ed4445a8d6c033dd8cb550bb5205a16982ad2e13359e3318498c02
647,1463,156,317,445,192,AnonLN,,Only Tor,6.6 bitcoin,35,0276dfcb25dfd2f765cee20cef749479967aced11191c230e82efa1bda0ea3d355
526,1979,272,267,491,193,NNN,,Only Tor,6.5 bitcoin,32,02baf137993ae5da2ba45094e52b4ccf72588b059d32a7401c9759a42d9b68f114
647,1369,2323,661,132,194,LNBϟG Billing,,Only Clearnet,6.4 bitcoin,91,0283ca0b7eca022bcf8f32aa418e5ff2bd375806faba40409cdc8e48c2b32ef725
207,1394,698,107,204,195,wyssblitz,,Only Tor,6.4 bitcoin,65,02ad4afb6e50ae4635ec5ddf5a57c44d4cc4b376ac6580f78cda0454a86e5fa6c2
144,321,73,85,137,196,Mintter,,Only Clearnet,6.4 bitcoin,89,0334bbf89f5fc82c8aebbddc9f2b78f9528cd2fd916fbc091a8ce35aed57c1110d
2555,5266,3589,1995,2385,197,Tachyon,,Only Tor,6.4 bitcoin,6,02b21730bc36061609cc1fe1bd7f5d3068e0a5e511aaf210a82c046b58020c4aa8
323,1473,320,204,328,198,antinoderati,,Only Tor,6.3 bitcoin,45,023d49fd88692d4d1f366ee8ffa9dfe979c2266b036b440928e86cf3abe28d1894
54,68,13,40,59,199,MUTATRUM,,Only Tor,6.2 bitcoin,179,038bcc6471941c7d6c14a8ce5b7159d8f73a3a0bb9a93e8896bcb892e14552658a
867,2461,1071,425,809,200,ostinvestor,,Only Tor,6.2 bitcoin,20,039cc5f54fcb4ceb6900d13d899a1ea5a142f350cebceaae21043d1d502bb85ef5
469,610,1158,321,445,201,No🥈Best,,Only Tor,6.2 bitcoin,35,03051ccd964d4d2fd820c2ebc8dca31d6396ecf9798701174092e66530d2ca0687
103,344,82,55,109,202,HappySpork,,Only Clearnet,6.0 bitcoin,109,02f324df7694f57b7d800d5a64f62fb226eabc8fbacb997f3ac5cd230e37944fbf
647,360,333,404,552,203,⚡️ BitRocket.co ⚡️,,Only Tor,5.9 bitcoin,29,02d22dd92ceefe7a23fdd59f62278813aef9276f1a3c2e82a7e0329b0f732e9e06
449,686,2051,406,409,204,PPP,,Only Tor,5.9 bitcoin,37,02fe3bf758f87d9b0cee6bdafa52d04650daea8c48f7178358b130b62e132c6f5f
138,263,442,188,132,205,LQwD-France,LSP,Only Tor,5.9 bitcoin,91,032ae3168ba52314da581d6b6693c562b437a9cf805933d4d69e7801547e07302e
252,735,448,240,245,206,scarce-city,,Only Tor,5.8 bitcoin,55,028f4a60dd133875e8776d5ac36e87097cf59e6e3a1d74fcd14c900270dda57c06
125,403,3284,504,127,207,Midas,,Only Tor,5.8 bitcoin,92,0205198c099c45acedf988445f71da087ca39cd80847e53a7819e8f4e45768d7d3
85,108,2077,325,93,208,033769 💚 💚 💚,,Only Tor,5.8 bitcoin,130,0337694505123a12a8fadd95523dcc235898ad3b80a06e4a63ca26fed68dd0d17c
1104,665,814,808,669,209,03b5f4b432ce0356d16f,,Only Tor,5.7 bitcoin,24,03b5f4b432ce0356d16f41ad4b5ec3127329188659914c9810696812687773afe5
1104,2034,731,704,1071,210,䷯bitcoinwell01䷯,,Only Tor,5.7 bitcoin,15,028a3a69336f1c21b584e826293de1feb81435dcaee927e6b58dd76385142da044
1999,2823,3261,1660,1225,211,flashassets-node,,Only Tor,5.7 bitcoin,13,0210eb943cb0d22a86e8742d65d1f2f0959c128961c8aa30d9e5ae6f14a809979e
867,580,546,551,703,212,DitoBanx_P1,,Only Clearnet,5.7 bitcoin,23,038f17fe425f76ef337429af4a0ba8895f7b278cfa89cd30e60a8be4f6e82da4e7
277,407,217,237,252,213,ln1.satoshilabs.com,,Only Clearnet,5.7 bitcoin,54,0385218f0e307b6a0e989d2a717d346942d96b4fd550e937de5f8ffe1568510a18
287,588,324,277,257,214,🇨🇭 Swiss Bitcoin Pay,,Only Tor,5.7 bitcoin,53,03c181e13a09a649c13f60ea3ddbeefc66123c43280da8eebc19f54445f35173ca
202,520,53,89,170,215,SuperChamp,,Only Tor,5.6 bitcoin,74,021177fc6c3890b7f0c5b6e67d786c3f855664cd74bbcb52c52e4d45eeb33ba117
336,468,457,292,350,216,microlancer.io,,Only Tor,5.6 bitcoin,43,02bb10aaa77a95a358cebb2d112c4de00e47c08f56e89b1acb4487ddd44cc98d6d
131,498,237,154,137,217,Sally Acorn,,Only Tor,5.5 bitcoin,89,02ea8c02945fa6e6ad45f7047be0403a4e05451b74cfc08846745e220720252f70
5736,5903,6105,6026,5754,218,getalby.com,Payment,Only Clearnet,5.5 bitcoin,2,030a58b8653d32b99200a2334cfe913e51dc7d155aa0116c176657a4f1722677a3
179,453,270,160,179,219,ClearMoney⚡,,Only Tor,5.5 bitcoin,72,03bd6d28432d67effa2b2b89dd5fd68697940e8a8f2fbb84aaae90d584295b03bf
193,774,2846,346,197,220,RaspiBlitzMoJa1,,Only Tor,5.5 bitcoin,68,020d0fdcc9cfca39aebc7b6fd5657cef4bd5287e571afd6317f0b0a8b4430e3c00
202,744,167,99,204,221,🦁BayerLB🦁,,Only Tor,5.5 bitcoin,65,03d1e5e7e2ea43762f5e1afacfb60a8002ae57189eedcc13fcab44a084f7665d1f
1366,2607,1051,804,1071,222,bitpay-inv1,,Only Clearnet,5.4 bitcoin,15,02d4177d3f5c217cb68f13dd2b22b6f9ef8b2bb7a3342394edf72a2c034b8466f9
140,365,360,97,148,223,TennisNbtc,,Only Tor,5.4 bitcoin,83,035adfeca8fc95de5e2e9dbf9be39ac577b510e7dad0ad9287117d01f282eb667a
168,1000,586,101,158,224,⚡yourdevice.ch⚡,,Only Tor,5.3 bitcoin,79,028268dcb4c68311613dd3bbb0164f7685b6710022bfa6dcce639acd44695049a2
198,273,169,200,197,225,slicksparks.ky,,Only Tor,5.3 bitcoin,68,03a01da97af71f7859cd1b2b6a70f221ecd49f6eabf0bf1e267bae9570b47232a6
48,27,97,185,75,226,node01.fulmo.org,,Only Tor,5.2 bitcoin,151,024a8228d764091fce2ed67e1a7404f83e38ea3c7cb42030a2789e73cf3b341365
264,242,166,263,350,227,zlnd1,,Only Clearnet,5.2 bitcoin,43,03d6b14390cd178d670aa2d57c93d9519feaae7d1e34264d8bbb7932d47b75a50d
287,1992,2929,552,288,228,borsche(.Y.)cln1,Routing,Only Tor,5.2 bitcoin,48,0385b81d9661adf36c086be5217a03c29a4276c0b5c9e607c745a239bba430d63f
299,431,335,211,271,229,flypdev,,Only Clearnet,5.1 bitcoin,51,021744d86987a91958461117cd9e7c0e3160f7b86de11f5998018f4b4984a5c330
68,75,547,184,51,230,Voltage-c1,,Only Tor,5.1 bitcoin,211,02cc79b8d771cc79d323bd71e54ef1780cab50e7c0ef2a4beb625fc9dcbbcc6d24
2246,4783,3082,1316,1427,231,UXUY,,Only Tor,5.1 bitcoin,11,0235a13fa1e3cc0e15e088a0a72c9c732e9dd42bf5dc84330c20c4f7a1e2a91061
5736,6345,3874,4060,5754,232,OpenNode.com,,Only Clearnet,5.0 bitcoin,2,0248841dd4a94e902ede85285e67b5527afe5c46d6a3ff27955d63d18c70035757
1999,3754,3168,1441,1566,233,Black Star ✦,,Only Tor,5.0 bitcoin,10,02cc5c798fdb2361d529827ee0baf511936c231989d501de1f4e1c82a9baaaf36a
189,1559,115,74,197,234,Satway,,Only Tor,5.0 bitcoin,68,02916bb52b33836e28a3649baea2e4a29c16fd8ad97901b2c97d408f428edef108
134,584,426,207,144,235,BTCisFUmoney,,Only Tor,5.0 bitcoin,86,03ca171e97e2e86f9e4682bc9fff84868f6d2ffd605b73667fd56b14e0797e44f8
545,1581,467,408,512,236,Innovative Ibis,,Only Tor,5.0 bitcoin,31,036578a930856b958fa6ee136cf27a1620c48a2280a3315257b33bd1b58174a776
926,3625,368,286,735,237,LifeIsGood,,Only Tor,5.0 bitcoin,22,0391904d140fdf88d19423513945a5fcc49c606521b65a85f6d6fe46ebdd1c7665
449,2396,1424,238,464,238,carlslight,,Only Tor,5.0 bitcoin,34,020ca6f9aaebc3c8aab77f3532112649c28a0bfb1539d0c2a42f795fb6e4c363b2
311,907,112,142,302,239,Henwen 🐷,,Only Clearnet,5.0 bitcoin,47,02f0c7b731ca40a285d7c12aa1c5c7c7caa4598d3d6d34904c3714cd0d47852640
346,1782,304,153,350,240,MicelioMadrid,,Only Tor,5.0 bitcoin,43,029b81d1aaf177fa00c1c5796360163bfa98ee4d5d0daa54c6f510d9e237f376e9
487,2820,2422,382,491,241,Bit-Digital,,Only Clearnet,5.0 bitcoin,32,034995b736c67b0b971827308d8d50e57693cef742fa6a3fd70f07fa5b0ab8f51f
323,1654,192,182,328,242,noserver4u | CLN,,Only Tor,5.0 bitcoin,45,0380ef0209ff1b46c38a37cd40f613d1dae3eba481a909459d6c1434a0e56e5d8c
336,391,1113,350,316,243,Buda.com,,Only Clearnet,5.0 bitcoin,46,033fc997c1622281b143fce0cce0711f18fdc8129684840b835d6a4c5ef9d49ddf
193,559,303,138,191,244,RAϟKO,,Only Tor,4.9 bitcoin,69,024b3fd205db7b0f84b292173900cb423cfdb4c5bd5a889a462b7b1e35394f056c
252,1460,1623,243,257,245,Megaptera,,Only Tor,4.9 bitcoin,53,021998f701de16564da7abff57abf8a79bd722de3f0152d5e7a219021fd5287510
4476,6345,1932,1705,1225,246,031800c296bc29a25c00,,Only Tor,4.9 bitcoin,13,031800c296bc29a25c00986c16b752f9b01f8a08595ce92986df833a1701de58d5
179,1710,1292,126,179,247,Aldebaran,,Only Tor,4.9 bitcoin,72,02bc400b9df471549c1a2071a61be27460e9726d3399370671514dd8356606bd81
92,198,71,62,102,248,routemaster,,Only Tor,4.9 bitcoin,121,03e7d1b2db2f6909365a066a2b40d5ef3a66f1c4d70d8cac3337e09ff2fd2d408f
336,1106,2381,284,338,249,Yankee Hotel Foxtrot,,Only Tor,4.9 bitcoin,44,03d6f80df785288de2fe5de19f24ba8a1db3d20647a88d0a903be9de3e7bb8fce1
287,1002,161,137,288,250,fifth grade,,Only Tor,4.9 bitcoin,48,02af88ae87b4340b4cd79bbe002347b7570ff7fd577c01120c86af35dc1d43e177
1042,3008,385,386,958,251,PaidlyInteractive2⚡,,Clearnet and Tor,4.9 bitcoin,17,034b3ecd8d87edf1e13aa23cb34c4f719d2faeeeae10010d44d91f5e432c8e4b5e
110,82,2368,308,202,252,Blockstream Store,,Only Tor,4.8 bitcoin,66,02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f
372,623,251,293,371,253,zlnd0,,Only Clearnet,4.8 bitcoin,41,0251fff168b58b74e9b476af5a515b91fe0540a3681bc97fbb65379a807aea5f66
311,210,2633,417,302,254,LQwD-US-West,LSP,Only Clearnet,4.8 bitcoin,47,03820714a3f891c7c3ae5e00dbdd77f06ceccc24ddd8c99fadef13ec2eec462cce
125,115,1961,376,89,255,Lite Roast,,Only Tor,4.8 bitcoin,134,03ceeaec6cb017d1ea8ad04a5dfb3facb24a28399d24624ecce8f319973de361d9
749,1744,377,353,338,256,Chessa ✨,,Only Tor,4.7 bitcoin,44,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3
647,1392,591,391,616,257,N21,,Only Tor,4.7 bitcoin,26,031799c401adff643e20b825f9f84b9f9bcec7c311d7c7cc0218044a26f2a107d9
213,540,125,125,222,258,Gary's Pug Ranch,,Only Tor,4.7 bitcoin,61,0362a1f5fe71890bbddb3f14aec86e4d0a0c4703d0b4ba0e36c501cfe9bc4b2b0d
158,239,385,257,158,259,Hermes⚡Conrad,,Only Tor,4.7 bitcoin,79,039bd8fd26d4ae06c627af860b271f0cc896153ea87accedfb5b2ed20bfddd7f3b
1042,2173,558,435,669,260,02b45e6448588de24daf,,Only Tor,4.7 bitcoin,24,02b45e6448588de24daf7c773a674ecbcd3cce3bf2cf27428d1ddbf1e6ca034684
264,506,170,232,271,261,Imamura,,Only Tor,4.7 bitcoin,51,0284aa8233ee3c0482ecf87c60094cacd15a17feb0bfa59f1898fe91478020eb76
716,1958,2063,699,958,262,Los,,Only Tor,4.6 bitcoin,17,0256bf97644dd1d839aadd76e2351c1b6bb8173bb9f5ea4affb07075f880e52302
323,476,377,320,316,263,ElSalvadorPayments,,Only Tor,4.6 bitcoin,46,0229ba89bd21cad840ba50ea2bdc86d9e709318965d42bb7ef7609c191be7b8fd8
372,2756,1580,202,360,264,Towiz⚡,,Only Tor,4.6 bitcoin,42,037c65e34444c37deaccde1f61f03b93e22b3d7451894d836f60132ee5a6f486ed
227,452,520,208,217,265,Fedi us-east-1 [fedi.xyz],,Only Clearnet,4.6 bitcoin,62,02dd3fcdaa17b9bc83bf7138fbea85d0e83385a68b5fc8f9933658c8ee04644f68
155,301,2102,370,152,266,hexagon,,Only Tor,4.6 bitcoin,82,034f3f792988c43f41c65a839acdfa48647204bb99aca7de426f7c80b0dcf7a4a6
384,175,553,572,669,267,Syndicate ~ ИetworK,,Only Tor,4.5 bitcoin,24,03c9b47af55d8c13dc4c764e5d0e6a02b7498160f7533f015bf0c107dec00c008b
246,228,186,201,245,268,YELLOWIRON,,Only Clearnet,4.5 bitcoin,55,03a465772d45616bf6c8450a69191db8f3cf8cca19ff92138735fd5f1d436fe4dc
240,1711,1955,186,225,269,sendNodes.space,,Only Tor,4.5 bitcoin,60,0254bb156ecd0eac318844415a91a377bc6947ea4c9fbe5d248e563c29a1662835
168,264,51,131,170,270,XeggeX,,Only Clearnet,4.4 bitcoin,74,0367ce45e4315b7db20887e0e281ab702dc73129d6556457ba70eb40bdabbf1ef4
82,157,2143,193,79,271,LightningNetwork.Plus,,Only Tor,4.4 bitcoin,146,0302536817c335e45bcd0b10b78fd06bc246609405d98eb64672410dce04f49e5f
567,145,122,649,427,272,Transylvania,,Only Tor,4.3 bitcoin,36,02b4a5955af2d3b0eeed574b8e3313a9f4b671e1b555926ff62181bb9d512ac2e1
867,2115,2869,1096,769,273,lnd1.mainnet.geyser,,Only Tor,4.3 bitcoin,21,0283a2c4416a4803590d46fc104a8df50455c84cb25e9efe494b3ad4739bb5b3f7
449,2745,228,165,338,274,Decentral Station,,Only Tor,4.3 bitcoin,44,023ead0d4228df4e93cf80ec32aecebc6032b46427d5ad987bdb820664ae5ffc2b
172,298,748,203,191,275,⚡TheBebop⚡,,Only Tor,4.3 bitcoin,69,03fbe1c1baedbc99b2642ae524d9c2a6f12b771a3ab91e0f56ca6efc6f7f7d53b6
433,1630,123,166,409,276,Maski.Guatemala protonmail.com,,Only Tor,4.3 bitcoin,37,0381499873090f47c7f857b90a91a5de4708054b5966904e0623023c9a5ad0e8a1
60,15,17,218,176,277,rompert.hashposition.com🔵,,Only Clearnet,4.2 bitcoin,73,02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b
252,2319,2176,272,257,278,Middle Way ₿⚡🌊,,Only Tor,4.2 bitcoin,53,0376bd2f87ea8376ae5b451f85a4210e4df5ce81b949054288def4c7867640923c
418,1764,256,189,350,279,RISE_AND_GRIND,,Only Tor,4.2 bitcoin,43,02826f50035eca93c7ebfbad4f9621a8eb201f4e28f994db5b6b5af32a65efb6b9
567,528,636,768,371,280,ln.mtpelerin.com,,Only Tor,4.2 bitcoin,41,020a919e4684a3678bd5d5fb21752ca19f9700214bf399abca72190c29664ad551
287,2810,2201,209,288,281,LATES,,Only Tor,4.2 bitcoin,48,03b4b86f2301fe2b9ca478ee5980d812de2071a21a9f8f5bb49b88e29a034e1a9b
231,1457,2803,675,239,282,node on the boat⛵,,Only Tor,4.2 bitcoin,56,02103f1826be6287c8430e653de06ef16d94b3106c01937a78f5ae2c89bd40f234
127,24,31,411,958,283,LIGHTNING,,Only Tor,4.1 bitcoin,17,03baa70886d9200af0ffbd3f9e18d96008331c858456b16e3a9b41e735c6208fef
94,197,2619,219,89,284,⚡️ STACKER.NEWS ⚡️,,Only Tor,4.1 bitcoin,134,03cc1d0932bb99b0697f5b5e5961b83ab7fd66f1efc4c9f5c7bad66c1bcbe78f02
166,161,96,230,217,285,MCX⚡,,Only Clearnet,4.1 bitcoin,62,0243054886aa6026a4312583bab952dad7723f840d037884d5a72b729fdb52ecbd
138,138,77,210,148,286,HOPPINGSQUIRREL,,Only Tor,4.1 bitcoin,83,029fe435040c8b665f731f2b0c81d039238ef1e3a1b1de0afac2b476361a26d675
986,2231,1426,991,906,287,lnd1.blink.sv,"Wallet, Payment",Only Tor,4.1 bitcoin,18,0325bb9bda523a85dc834b190289b7e25e8d92615ab2f2abffbe97983f0bb12ffb
39,26,2247,331,53,288,Lightning.Watch,,Only Tor,4.1 bitcoin,191,03e691f81f08c56fa876cc4ef5c9e8b727bd682cf35605be25d48607a802526053
123,652,1941,151,127,289,BTC Nigeria,,Only Tor,4.1 bitcoin,92,03e86afe389d298f8f53a2f09fcc4d50cdd34e2fbd8f32cbd55583c596413705c2
617,1513,381,565,573,290,HydraNode,,Only Clearnet,4.0 bitcoin,28,02ceb27f3d4e32b83f37dff8bad8cc802dc0f380ca0193e90514ae25bc32c7542e
372,851,2604,315,371,291,ln.solid ☇,,Only Tor,4.0 bitcoin,41,022c402216eee911831d0d21e8ff5d9f2ac664b7c24cb674cf9e90b00f99a3d7c3
5736,6345,5595,5346,1145,292,breez.diem.lsp,,Clearnet and Tor,4.0 bitcoin,14,0264a62a4307d701c04a46994ce5f5323b1ca28c80c66b73c631dbcb0990d6e835
151,151,201,233,191,293,hodlister_co,,Only Tor,3.9 bitcoin,69,02f3069a342ae2883a6f29e275f06f28a56a6ea2e2d96f5888a3266444dcf542b6
217,343,434,296,222,294,UmbrelReach,,Only Tor,3.9 bitcoin,61,02e0af3c70bf42343316513e54683b10c01d906c04a05dfcd9479b90d7beed9129
144,280,507,303,162,295,lnbits.com,,Only Tor,3.9 bitcoin,77,022bd0aa893db4ac890e457cca8c83f112518d6941bf9153dab4bf904620503a78
418,2864,1162,214,409,296,alulight,,Only Tor,3.9 bitcoin,37,02aace31b8120e29cfc29d991b63fe8614cddd3fbf6148431cc3a68932c363ed29
179,715,2039,226,183,297,PiLN-Chiba🌳Magma Ready🌋,,Only Tor,3.9 bitcoin,71,03910da61c1b42e135f134ed92a537c758d1edac5436efbec5ee8cec1928e1a095
79,119,2415,300,99,298,CHILLYCALENDAR,,Only Tor,3.8 bitcoin,126,025124c73ef7ecf527e0114ead02a0cc6e3ecbc0c99474ee3f5506c4503b089693
193,180,148,287,212,299,naglfar,,Only Tor,3.8 bitcoin,63,0294162456fd6b71f7f7eb8b3510d0740094556b601a2fbcb1d4c040c46c4e57a6
1260,4428,605,531,531,300,03a6ce61fcaacd38d31d,,Only Tor,3.7 bitcoin,30,03a6ce61fcaacd38d31d4e3ce2d506602818e3856b4b44faff1dde9642ba705976
372,552,206,326,380,301,MidWestLNd,,Only Tor,3.7 bitcoin,40,02b56712f65c281a1eacee0bb034699a716535a1c8ae1c912e232893d4ad27d3a7
867,123,688,1064,1225,302,mjolnir,,Only Tor,3.7 bitcoin,13,02d4b432058ec31e38f6f35d22a487b7db04c4bf70f201f601b66f7b4358242b03
449,748,932,735,409,303,lnp2pbot-fenix,,Only Tor,3.7 bitcoin,37,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db
240,418,103,152,222,304,028ed7bd6ba6763cf040,,Only Tor,3.7 bitcoin,61,028ed7bd6ba6763cf040869681890bf5bf95d623108a60e75d76a57f5d637be3ef
819,755,1981,861,735,305,🇨🇭Vix18,,Only Tor,3.7 bitcoin,22,03d32e5618df518e911e2c0bf4686e9d236ae9ab0afd442f0a5de28b74d64338b3
749,616,263,400,669,306,trampoline-hodlisterco,,Clearnet and Tor,3.6 bitcoin,24,02ce014625788a61411398f83c945375663972716029ef9d8916719141dc109a1c
299,937,1624,179,302,307,muraschal.io,,Only Tor,3.6 bitcoin,47,03c62e9a4264effa6550dbbddf6db0e49f171ccb8ed4a2150b885732b7d63acd3a
353,443,753,336,328,308,MOLA La Lightning,,Only Tor,3.6 bitcoin,45,025f1458d1ca75cb46b289b033a9c520f88d66aa54c2034c95070be76d2def3021
153,358,246,171,158,309,Sunshine Canyon,,Only Tor,3.6 bitcoin,79,0362259ea579f84772508de22086fa746f6e2571f8efb4bd5ec0876bcd18b5747c
